GENE             CHR      START       STOP  NSNPS  NPARAM        N        ZSTAT            P
PAM                5  102201527  102366809      6       3  1740000       4.6999   1.3018e-06
GIN1               5  102421704  102455842      1       1  1740000       3.2088    0.0006665
PPIP5K2            5  102455958  102539224      5       3  1740000       5.5372   1.5368e-08
C5ORF30            5  102594442  102614361      1       1  1740000      0.72737       0.2335
NUDT12             5  102884556  102898493      2       1  1740000      -2.0005      0.97728
EFNA5              5  106712590  107006596      5       3  1740000     -0.33644      0.63173
FBXL17             5  107194734  107718080      5       3  1740000      -1.2909      0.90163
FER                5  108083523  108523373      8       5  1740000      0.88672      0.18761
PJA2               5  108670410  108745675      5       3  1740000      0.98288      0.16283
MAN2A1             5  109025156  109203429      2       1  1740000      0.94982       0.1711
TMEM232            5  109755197  110062507     16      10  1740000      -1.9715      0.97566
SLC25A46           5  110073837  110100857      3       2  1740000      0.54623      0.29245
TSLP               5  110405778  110413722      3       2  1740000       1.1447      0.12617
WDR36              5  110427870  110466200     15      10  1740000       1.1805       0.1189
CAMK4              5  110559947  110830584     23       3  1740000     -0.15682      0.56231
STARD4             5  110831731  110848234      1       1  1740000        1.059       0.1448
NREP               5  111065000  111312628      5       3  1740000      -1.8657      0.96896
EPB41L4A           5  111478139  111755187     15       8  1740000      -1.0301      0.84853
APC                5  112043202  112181936     12       9  1740000      -1.7209      0.95736
SRP19              5  112196885  112228776      2       1  1740000      -1.6803      0.95355
REEP5              5  112212081  112258339      2       1  1740000     -0.36898      0.64393
DCP2               5  112312399  112357892      4       2  1740000       1.9605     0.024966
MCC                5  112357796  112824527     23      16  1740000       1.2484      0.10595
TSSK1B             5  112768251  112770728      6       4  1740000     -0.99287      0.83961
YTHDC2             5  112849391  112930984      8       4  1740000      0.89012       0.1867
KCNN2              5  113698016  113832197      1       1  1740000     0.092879        0.463
TRIM36             5  114460459  114516243      5       3  1740000      0.11756      0.45321
PGGT1B             5  114546527  114599123      3       2  1740000      0.66862      0.25187
CCDC112            5  114602885  114632458      2       1  1740000      -1.1248      0.86965
FEM1C              5  114856605  114880591      1       1  1740000      0.65946       0.2548
TICAM2             5  114914339  114952142      2       1  1740000      -2.0385      0.97925
TMED7-TICAM2       5  114914339  114961876      2       1  1740000      -2.0385      0.97925
CDO1               5  115140430  115152405      1       1  1740000     -0.59417       0.7238
ATG12              5  115163893  115177548      4       2  1740000     -0.54031      0.70551
AP3S1              5  115177303  115249778      5       3  1740000     -0.94198       0.8269
LVRN               5  115298151  115363303      8       5  1740000      0.64159      0.26057
ARL14EPL           5  115387163  115394827      1       1  1740000     -0.24973       0.5986
COMMD10            5  115420727  115628978      3       1  1740000      -1.0509      0.85335
SEMA6A             5  115779251  115910551      6       4  1740000      0.72663      0.23373
DTWD2              5  118172569  118324240      4       2  1740000      -1.1395      0.87274
DMXL1              5  118406839  118584822     12       9  1740000      0.87323      0.19127
TNFAIP8            5  118604418  118730294      2       1  1740000      0.34794      0.36394
HSD17B4            5  118788138  118878030      7       4  1740000     -0.28748      0.61313
FAM170A            5  118965254  118971517      3       2  1740000     0.048836      0.48053
PRR16              5  119799973  120023009      5       3  1740000     -0.23655       0.5935
FTMT               5  121187650  121188528      2       1  1740000     -0.32949      0.62911
SRFBP1             5  121297656  121364295      6       4  1740000     -0.77373      0.78045
LOX                5  121398890  121414206      2       1  1740000       1.0927      0.13726
ZNF474             5  121465215  121489266      7       4  1740000     -0.77273      0.78016
SNCAIP             5  121647455  121799794      8       5  1740000      -1.5865      0.94369
SNX2               5  122110691  122170234      1       1  1740000      0.54029       0.2945
SNX24              5  122181149  122347317      1       1  1740000     -0.33265       0.6303
PPIC               5  122359078  122372425      4       2  1740000     -0.87349       0.8088
PRDM6              5  122424841  122529960      4       2  1740000      0.85901      0.19517
CEP120             5  122680579  122759286     11       7  1740000       2.0156      0.02192
CSNK1G3            5  122847793  122952739      1       1  1740000      -1.4438       0.9256
ZNF608             5  123972606  124084517      5       3  1740000       0.9152      0.18004
GRAMD3             5  125695788  125829853      1       1  1740000     -0.52411       0.6999
ALDH7A1            5  125877533  125931104      8       5  1740000        2.403    0.0081313
PHAX               5  125936607  125962944      4       2  1740000       1.3685     0.085572
TEX43              5  125967414  125971974      1       1  1740000       1.2454       0.1065
LMNB1              5  126112315  126172712      1       1  1740000     -0.38532         0.65
MARCH3             5  126203406  126366500      4       2  1740000    -0.014077      0.50562
MEGF10             5  126565206  126796914      6       3  1740000      0.47278      0.31818
PRRC1              5  126853301  126890781      1       1  1740000      0.44655       0.3276
CTXN3              5  126984713  126994322      4       2  1740000     -0.14236       0.5566
SLC12A2            5  127419483  127525380      1       1  1740000       2.1722      0.01492
FBN2               5  127593601  127873735     21      14  1740000       1.7383     0.041078
SLC27A6            5  128300951  128369335      9       5  1740000     -0.35668      0.63933
ADAMTS19           5  128796103  129074376      4       2  1740000      0.34931      0.36343
CHSY3              5  129240389  129522327      4       2  1740000       1.1588      0.12327
LYRM7              5  130506641  130541119      1       1  1740000     -0.15046       0.5598
CDC42SE2           5  130599702  130730383      1       1  1740000      -1.7624        0.961
RAPGEF6            5  130759614  130970929      4       2  1740000    -0.021398      0.50854
FNIP1              5  130977407  131132756      5       3  1740000     -0.45786      0.67647
ACSL6              5  131285666  131347761      3       2  1740000       1.0186      0.15421
IL3                5  131396347  131398896      4       2  1740000      0.11751      0.45323
